,reviews,ratings,dine_in_time
171,"The guys annual holiday lunch, an events that has happened here for the past 5 years. The food is always great and the service impeccable. We did notice a slight change in the salad bar and skewers from previous years, slightly less offerings. They also offer different options for lunch, the full menu or a reduced menu. Don’t know why but we always opt for the full Monty.",4," January 13, 2020"
172,Food was so good! Received a complementary birthday dessert for my boyfriend. Would definitely visit again with group of friends.,5," January 11, 2020"
173,"This is a great choice if you like meat and can't decide what cut to order. Bring your appetite, but prepare to be overwhelmed by the choices. <br/><br/>It is an especially good restaurant if you are taking your hungry college student for a meal not prepared in a dining hall.<br/><br/>It's also a good choice for brunch.",5," January 11, 2020"
174,"We are very disappointed about the restaurant we went with you along time ago then we return back for birthday party. Overall  there were only five different meat came and repeated all the time. our server was not friendly at all, he even didn’t want to recommend additional drinks  that they couldn’t make war provide me a list of more than 2  tequila selection. I won’t  go back and I will tell my friends is not worth for your money that you paid.",1," January 11, 2020"
175,Very disappointing experience from service to food,1," January 11, 2020"
176,The food was amazing and the salad bar was such a surprise.,5," January 11, 2020"
177,"The service was excellent.  Loved the quality of the meat.  It was my daughter’s birthday and I had noted it on the reservation. I also mentioned it to the hostess when we arrived. I had expected that the restaurant would have acknowledged the birthday. Nothing was said. When I had done the same thing at another high end steak house, there was a single rose given to the birthday girl, a birthday card and a glass of champagne offered.  I was surprised  that nothing was done.   Also, many other Brazilian steakhouses have a desert buffet. There was nothing here.",5," January 5, 2020"
178,Food was excellent and service was great!,5," January 4, 2020"
179,Great food and service.,5," January 2, 2020"
180,"We were celebrating our son’s birthday. Food, service, atmosphere all very good. At the end, they surprised us with a molten chocolate cake with a candle &amp; sang. We did not expect that! It was very thoughtful. The Market Table (buffet) was outstanding. The continuous selection of carved meats freshly sliced &amp; served at our table were tasty and cooked very well. For small eaters (or non-meat eaters) the Market Table is perfectly satisfying. We would recommend and we would return to Fogo de Chao.",5," January 2, 2020"
181,Overall okay but the full experience is expensive if you are not a big eater and there isn’t really many other options.<br/>The service was fine but the sides arrived late.,4," January 1, 2020"
182,"food was not as tasty as it usually is. the hot food was cold, didn't have as many options.",1," January 1, 2020"
183,Food &amp; service always good,5," January 1, 2020"
184,We have been coming there for years and in fact had a very large celebration a few years ago because the food and service were always 5 star.  The service still is BUT the food especially the meat is not.  sadly another restaurant that has lost their way on quality.,3," December 31, 2019"
185,"The food is really good, especially the beef is of very high quality. However, the service of the waiter (not the server of meat) was poor. It was our first time visiting this restaurant, so we didn't know how the service usually goes. The waiter was talking so fast and so unclear that we couldn't understand even after she explained the rule. The plates supposed to be changed regularly, but we couldn't find our waiter when we needed her; after she finally took away the dirty plates, she needed an additional reminder from us to give us a new plate. A restaurant serving such quality food should pair with thoughtful service.",4," December 30, 2019"
186,Been there over 20 times and never had a bad experience. The utmost of class.,5," December 28, 2019"
187,"Great service and food! Salad bar had a good variety, however I wish there were more options for fruit. Also dessert isn’t included in the buffet portion and is a separate charge. Overall, beautiful space and exceptional dinner.",4," December 28, 2019"
